DIC_ROCK_MERGIN,CATEGORY_MERGIN,RCS_TRANSLATION_CAPS,RCS_DESCRITPION,RCS_TRANSLATION_LOWERCASE,RCS_code,DigMap_All,ALL-COUNT,ROCK_HIERARCHY,Composite,RANK01_DESC,RANK02_CODE,RANK02_DESC,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,DURICRUST,"Duricrust - A type of residual deposit. It is a general term for a hard crust on the surface of, or layer in, the upper horizons of a soil in a semiarid climate. It is an indurated product of surface and near-surface processes formed by cementation or replacement of bedrock, weathering deposits, unconsolidated sediments, soil or other materials produced by low-temperature physiochemical processes. British Geological Survey Research Report RR/99/03, section 13.6; RR/99/04, appendix 2.",Duricrust,DURI,0,1,MAIN,SINGLE,NATURAL SUPERFICIAL DEPOSIT,RESDP,RESIDUAL DEPOSITS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,FERRICRETE (IRON LATERITE/IRON PAN),"Ferricrete - A type of duricrust. It is a conglomerate consisting of surficial sand and gravel cemented into a hard mass by iron oxide derived from the oxidation of percolating solutions of iron salts. British Geological Survey Research Report RR/99/03, section 13.6; RR/99/04, appendix 2. Synonyms: iron laterite, iron pan.",Ferricrete,FECRTE,0,5,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*MHSS,"MISC-HYDROXIDE, OXIDE AND SILICATE SEDIMENTS AND MISC-HYDROXIDE, OXIDE AND SILICATE SEDIMENTARY ROCKS",,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,GYPSUM,Gypsum,Gypsum,GYPS,5,753,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SNCS,SEDIMENTARY ROCKS AND SEDIMENTS COMPOSED OF NON-CARBONATE SALTS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,HALITE-STONE,"Halite-stone - A type of non-carbonate salt that is composed of particles of the chloride mineral halite. British Geological Survey Research Report RR/99/03, section 7.1 and fig. 11.",Halite-stone,HALIST,0,112,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SNCS,SEDIMENTARY ROCKS AND SEDIMENTS COMPOSED OF NON-CARBONATE SALTS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,IRONSTONE,"Ironstone - In the Rock Classification Scheme, all lithified iron-rich sedimentary rocks are given this group name. This is the lithified equivalent of iron-sediment. The textural classification of ironstones follows that for limestone. The classification of ironstones composed dominantly of one constituent similarly follows that for limestone. British Geological Survey Research Report RR/99/03, section 5.2 and fig. 9.",Ironstone,FEST,192,27391,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*ISSR,IRON-SEDIMENTS AND IRONSTONES,,,,,,,FEST,IRONSTONE,,,,,,,,,,,,,,,1800,COMMON
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"IRONSTONE, OOIDAL","Ooid-ironstone - A type of ironstone composed dominantly of ooids. British Geological Survey Research Report RR/99/03, section 5.2, table 15 and fig. 9. Synonyms: ooidal ironstone; ironstone, ooidal.",Ooid-ironstone,FEOOL,937,960,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*ISSR,IRON-SEDIMENTS AND IRONSTONES,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,LIMESTONE,"Limestone - In the Rock Classification Scheme, these are carbonate sedimentary rocks in which the dominant carbonate mineral is calcium carbonate in the form of calcite, aragonite and/or vaterite (vaterite is a metastable hexagonal form of calcium carbonate. It is exceptionally rare and it is unlikely that it would ever occur as the main mineral). Two classification schemes are available to give root names to limestones: the first scheme is based on texture; the second scheme is designed to classify limestones composed dominantly of one constituent. Textural classification includes use of depositional (i.e. matrix-supported versus grain-supported), biogenic, and diagenetic textures. British Geological Survey Research Report RR/99/03, section 3.1 and fig. 6.",Limestone,LMST,13285,55478,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE AND [SUBEQUAL/SUBORDINATE] SANDSTONE, INTERBEDDED","Limestone and [subequal/subordinate] sandstone, interbedded",Interbedded limestone and [subequal/subordinate] sandstone,LMSA,721,746,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE AND MUDSTONE, INTERBEDDED","Limestone and mudstone, interbedded",Interbedded limestone and mudstone,LSMD,2965,3303,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE, DOLOMITIC","Limestone, dolomitic",Dolomitic limestone,DOLMST,929,2780,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE, FERRUGINOUS","Limestone, ferruginous",Ferruginous limestone,FLMST,497,551,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE, OOIDAL","Ooid-limestone - A type of limestone composed dominantly of ooids. British Geological Survey Research Report RR/99/03, section 3.1, table 4 and fig. 6. Synonyms: ooidal limestone; limestone, ooidal.",Ooid-limestone,LMOOL,5401,6013,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE","Limestone, sandstone, siltstone and mudstone","Limestone, sandstone, siltstone and mudstone",LSSM,5423,5472,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,MUDSTONE,"Mudstone - An argillaceous sedimentary rock based on grain size or crystal size. British Geological Survey Research Report RR/99/03, fig. 13. See: silicate-mudstone.",Mudstone,MDST,18162,290582,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE AND LIMESTONE, INTERBEDDED","Mudstone and limestone, interbedded","Mudstone and limestone, interbedded",MDLM,4491,5307,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,MUDSTONE AND SANDSTONE,Mudstone and sandstone,Mudstone and sandstone,MDSD,1694,3587,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,MUDSTONE AND SILTSTONE,Mudstone and siltstone,Mudstone and siltstone,MDSI,19044,27669,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE, CALCAREOUS","Mudstone, calcareous",Calcareous mudstone,CAMDST,2595,17157,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE, SANDSTONE AND CONGLOMERATE","Mudstone, sandstone and conglomerate","Mudstone, sandstone and conglomerate",MDSC,956,964,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE, SANDSTONE AND LIMESTONE","Mudstone, sandstone and limestone","Mudstone, sandstone and limestone",MDSL,2966,3536,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE, SANDY","Mudstone, sandy",Sandy mudstone,SAMDST,674,2962,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"MUDSTONE, SILTSTONE AND SANDSTONE","Mudstone, siltstone and sandstone","Mudstone, siltstone and sandstone",MDSS,58648,59921,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,OILSHALE,Oilshale,Oilshale,OILS,0,4791,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSRO,SEDIMENTS AND SEDIMENTARY ROCKS RICH IN ORGANIC MATTER,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,SANDSTONE,"Sandstone - An arenaceous sedimentary rock based on grain size or crystal size. British Geological Survey Research Report RR/99/03, fig. 13. See: silicate-sandstone.",Sandstone,SDST,108733,432853,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE AND CONGLOMERATE, INTERBEDDED","Sandstone and conglomerate, interbedded",Interbedded sandstone and conglomerate,SCON,2334,2541,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,SANDSTONE AND MUDSTONE ,Sandstone and mudstone,Sandstone and mudstone,STMD,2978,4242,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE AND SILTSTONE, INTERBEDDED","Sandstone and siltstone, interbedded","Sandstone and siltstone, interbedded",SDSL,3662,15538,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, CALCAREOUS","Sandstone, calcareous",Calcareous sandstone,CALSST,688,3229,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, GLAUCONITIC","Sandstone, glauconitic",Glauconitic sandstone,GLSST,523,578,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, LIMESTONE AND IRONSTONE","Sandstone, limestone and ironstone","Sandstone, limestone and ironstone",SDLI,1000,1018,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,+*ISSR,IRON-SEDIMENTS AND IRONSTONES,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, MUDDY","Sandstone, muddy",Muddy sandstone,MDSST,497,941,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, PEBBLY (GRAVELLY)","Sandstone, pebbly (gravelly)",Pebbly (gravelly) sandstone,PESST,2223,4159,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, SILTSTONE AND MUDSTONE","Sandstone, siltstone and mudstone","Sandstone, siltstone and mudstone",SDSM,5322,5789,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SANDSTONE, SILTY","Sandstone, silty",Silty sandstone,SLSST,447,22666,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,SEATEARTH,"Seat-earth - A term for a bed of rock underlying a coal seam. It represents the soil that supported the vegetation from which the coal was formed. A highly siliceous seat earth is known as a ganister. British Geological Survey Research Report RR/99/03, section 13.6.",Seat-earth,SEAT,0,18237,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SILICATE-CONGLOMERATE, CALCITE-CEMENTED (CALCRETE)","Calcrete - A type of duricrust. It is a conglomerate consisting of surficial sand and gravel cemented into a hard mass by calcium carbonate. British Geological Survey Research Report RR/99/03, section 13.6; RR/99/04, appendix 2. Synonym: caliche.",Calcrete,CLCRET,570,688,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSSR,SILICICLASTIC SEDIMENTS AND SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SILICATE-CONGLOMERATE, SILICA-CEMENTED (SILCRETE)","Silcrete - A type of silicate-conglomerate, consisting of surficial sand and gravel cemented into a hard mass by silica. British Geological Survey Research Report RR/99/03, section 8.5.",Silcrete,SICRET,0,0,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSSR,SILICICLASTIC SEDIMENTS AND SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,SILTSTONE,"Siltstone - A type of mudstone. British Geological Survey Research Report RR/99/03, fig. 13. See: silicate-siltstone.",Siltstone,SLST,3722,184724,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SILTSTONE AND MUDSTONE, INTERBEDDED","Siltstone and mudstone, interbedded","Siltstone and mudstone, interbedded",SIMD,3942,6194,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,SILTSTONE AND SANDSTONE,Siltstone and sandstone,Siltstone and sandstone,SISD,1305,4300,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SILTSTONE, MUDSTONE AND SANDSTONE","Siltstone, mudstone and sandstone","Siltstone, mudstone and sandstone",SIMS,2041,2091,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"SILTSTONE, SANDY","Siltstone, sandy",Sandy siltstone,SASLST,0,8817,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,BOULDERS [UNLITHIFIED DEPOSITS CODING SCHEME],"Boulders [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930).",Boulders [UDCS],B,588,14498,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,B,BOULDERS [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],"Clay [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930).",Clay [UDCS],C,3000,135687,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,CLAY AND SILT [UNLITHIFIED DEPOSITS CODING SCHEME],Clay and silt [Unlithified Deposits Coding Scheme - Extended],Clay and silt [UDCS-X],XCZ,9724,9781,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"CLAY, SAND AND GRAVEL [UNLITHIFIED DEPOSITS CODING SCHEME]","Clay, sand and gravel [Unlithified Deposits Coding Scheme - Extended]","Clay, sand and gravel [UDCS-X]",XCSV,5164,5175,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"CLAY, SILT AND SAND [UNLITHIFIED DEPOSITS CODING SCHEME]","Clay, silt and sand [Unlithified Deposits Coding Scheme - Extended]","Clay, silt and sand [UDCS-X]",XCZS,6223,6230,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"CLAY, SILTY [UNLITHIFIED DEPOSITS CODING SCHEME]","Clay, silty [Unlithified Deposits Coding Scheme]",Silty clay [UDCS],CZ,4178,44667,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,COBBLES [UNLITHIFIED DEPOSITS CODING SCHEME],"Cobbles [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930).",Cobbles [UDCS],L,0,1311,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,L,COBBLES [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,DIAMICTON,"Diamicton - A type of siliciclastic sediment and sedimentary rock. Sediments that are poorly sorted and contain a wide range of clast sizes can be given this root name. The strict descriptive definition relates to range of particle size and not to relative abundance of any or all size classes. These sediment types therefore traverse the boundary of siliciclastic rudaceous, arenaceous and argillaceous sediments. This is the unconsolidated equivalent of diamictite. British Geological Survey Research Report RR/99/03, section 2 and figs. 2, 3 and 5.",Diamicton,DMTN,78727,134208,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSSR,SILICICLASTIC SEDIMENTS AND SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"DIAMICTON, SAND AND GRAVEL [UNLITHIFIED DEPOSITS CODING SCHEME - EXTENDED]","Diamicton, sand and gravel [Unlithified Deposits Coding Scheme - Extended]","Diamicton, sand and gravel [UDCS-X]",XDSV,11668,11669,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,+*SSSR,SILICICLASTIC SEDIMENTS AND SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,GRAVEL [UNLITHIFIED DEPOSITS CODING SCHEME],"Gravel [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930).",Gravel [UDCS],V,6139,28285,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,V,GRAVEL [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"GRAVEL, SAND AND SILT [UNLITHIFIED DEPOSITS CODING SCHEME]","Gravel, sand and silt [Unlithified Deposits Coding Scheme - Extended]","Gravel, sand and silt [UDCS-X]",XVSZ,25469,25469,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,S,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,PEAT [UNLITHIFIED DEPOSITS CODING SCHEME],"Peat [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930). See also: peat.",Peat [UDCS],P,59249,72312,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,P,PEAT [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,REGOLITH,"Regolith - A type of residual deposit. It is a general term used to describe the in situ or nearly in situ weathered products (including disintegrated rock, rock fragments and mineral grains) overlying fresh or relatively fresh rock (the weathered mantle). It can be subdivided into weathered rock and saprolite, and classified according to engineering geological weathered rock grades. British Geological Survey Research Report RR/99/04, appendix 2. Synonym: blanket head.",Regolith,REGOL,1248,1251,MAIN,SINGLE,NATURAL SUPERFICIAL DEPOSIT,RESDP,RESIDUAL DEPOSITS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,ROCK,Rock - This term is used for any unidentified rock.,Rock,ROCK,75510,346559,MAIN,SINGLE,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"ROCK FRAGMENTS, ANGULAR, UNDIFFERENTIATED SOURCE ROCK","Rock fragments, angular, undifferentiated source rock","Rock fragments, angular, undifferentiated source rock",RFA,5126,5127,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,B,BOULDERS [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],"Sand [Unlithified Deposits Coding Scheme] - A type of natural superficial deposit. The Unlithified Deposits Coding Scheme was developed as a way of coding unlithified deposits (also commonly referred to as superficial deposits, unconsolidated deposits, or engineering soils) that is consistent with civil engineering industry usage (BS5930).",Sand [UDCS],S,11363,63802,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,S,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,SAND AND CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],Sand and clay [Unlithified Deposits Coding Scheme - Extended],Sand and clay [UDCS-X],XSC,486,615,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,SAND AND GRAVEL [UNLITHIFIED DEPOSITS CODING SCHEME],Sand and gravel [Unlithified Deposits Coding Scheme - Extended],Sand and gravel [UDCS-X],XSV,102996,103541,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,S,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,SAND AND SILT [UNLITHIFIED DEPOSITS CODING SCHEME],Sand and silt [Unlithified Deposits Coding Scheme - Extended],Sand and silt [UDCS-X],XSZ,1048,1072,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,S,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"SAND, GRAVEL AND BOULDERS [UNLITHIFIED DEPOSITS CODING SCHEME]","Sand, gravel and boulders [Unlithified Deposits Coding Scheme - Extended]","Sand, gravel and boulders [UDCS-X]",XSVB,5684,5687,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,B,BOULDERS [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"SAND, GRAVELLY [UNLITHIFIED DEPOSITS CODING SCHEME]","Sand, gravelly [Unlithified Deposits Coding Scheme]",Gravelly sand [UDCS],SV,1466,42196,UDCS,SINGLE,NATURAL SUPERFICIAL DEPOSIT,S,SAND [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SUPERFICIAL DEPOSIT,"SAND, SILT AND CLAY [UNLITHIFIED DEPOSITS CODING SCHEME]","Sand, silt and clay [Unlithified Deposits Coding Scheme - Extended]","Sand, silt and clay [UDCS-X]",XSZC,3672,3680,CPST,COMPOSITE,NATURAL SUPERFICIAL DEPOSIT,C,CLAY [UNLITHIFIED DEPOSITS CODING SCHEME],,,,,,,,,,,,,,,,,,,,,,,,
