DIC_ROCK_MERGIN,CATEGORY_MERGIN,RCS_TRANSLATION_CAPS,RCS_DESCRITPION,RCS_TRANSLATION_LOWERCASE,RCS_code,DigMap_All,ALL-COUNT,ROCK_HIERARCHY,Composite,RANK01_DESC,RANK02_CODE,RANK02_DESC,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,TUFF AND AGGLOMERATE,Tuff and agglomerate,Tuff and agglomerate,TUAG,1435,1458,CPST,COMPOSITE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,"TUFF, ANDESITIC","Tuff, andesitic",Andesitic tuff,ANDTFF,588,602,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,"TUFF, BASALT","Tuff, basalt",Basalt tuff,BASTUF,0,1,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,"TUFF, FELSIC","Tuff, felsic",Felsic tuff,FTUFF,2136,2165,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,"TUFF, MAFIC","Tuff, mafic",Mafic tuff,MFTUF,349,361,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,"TUFF, RHYOLITIC","Tuff, rhyolitic",Rhyolitic tuff,RYTUF,687,727,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS ROCK,ULTRAMAFIC-ROCK,"Ultramafic-rock - A type of coarse-grained normal crystalline rock. In the Rock Classification Scheme, a rock is ultramafic if the proportion of mafic minerals (M) is greater than 90%. They are classified according to their mafic mineral content, namely olivine, orthopyroxene, clinopyroxene and hornblende. The class includes peridotite, pyroxenite, and hornblendite. The term may be used as a field classification when an accurate mineral mode from thin section examination is not available. British Geological Survey Research Report RR/99/06, section 5.1 and figs. 9, 12.",Ultramafic-rock,UMR,163,195,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,CIR,CRYSTALLINE-IGNEOUS-ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,VOLCANICLASTIC ROCKS (BOTH PYROCLASTIC & REWORKED VOLCANIC ROCKS),Volcaniclastic rocks (both pyroclastic and reworked volcanic rocks),Volcaniclastic rocks (both pyroclastic and reworked volcanic rocks),VLSS,1581,1637,CPST,COMPOSITE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,VOLCANICLASTIC-BRECCIA,"Volcaniclastic-breccia - A type of volcaniclastic-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: breccia.",Volcaniclastic-breccia,VCBR,673,783,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,IGNEOUS-VOLCANIC ROCK,VOLCANICLASTIC-SANDSTONE,"Volcaniclastic-sandstone - A type of volcaniclastic-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: sandstone.",Volcaniclastic-sandstone,VCSST,2055,2154,MAIN,SINGLE,IGNEOUS ROCK AND IGNEOUS SEDIMENT,+~FIS,FRAGMENTAL IGNEOUS ROCK AND FRAGMENTAL IGNEOUS SEDIMENT,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,AMPHIBOLITE,"Amphibolite - A type of metamorphic rock with unknown protolith based on modal composition. In the Rock Classification Scheme, it is one composed largely of hornblende and plagioclase. This mineralogy reflects amphibolite facies conditions. Note that para-amphibolite indicates a rock that is thought to have a sedimentary protolith, and ortho-amphibolite indicates a rock that is thought to have an igneous protolith. British Geological Survey Research Report RR/99/02, section 6.2.",Amphibolite,AMPHB,4169,4235,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,CALCSILICATE-ROCK,"Calcsilicate-rock - A type of metasedimentary rock composed largely of calcsilicate and/or carbonate minerals. In the Rock Classification Scheme, it is one in which the modal calcsilicate mineral content exceeds the modal abundance of carbonate minerals. British Geological Survey Research Report RR/99/02, section 3.2 and fig. 7.",Calcsilicate-rock,CALSIR,291,407,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,GNEISS,"Gneiss - A type of metamorphic rock with unknown protolith based on textural attributes. In the Rock Classification Scheme, it is defined as a medium- to coarse-grained inhomogeneous rock, commonly with a well-developed preferred orientation of constituent minerals, and characterised by a coarse foliation or layering that is more widely spaced, irregular or discontinuous than that in a schist. Adjacent layers generally exhibit contrasting texture, grain size, and mineralogy. However, there is a continuum between schists and gneisses, with factors such as the spacing of the foliation and the degree of contrast between adjacent layers contributing to the assignment of a rock to either category. Gneiss is distinguished from schist where some layers are over 5 mm thick. Gneisses generally occur in areas of middle to upper amphibolite or granulite facies metamorphism and can encompass a wide range of lithologies. Note that orthogneiss indicates a rock that is thought to have an igneous protolith, and paragneiss indicates a rock that is thought to have a sedimentary protolith. British Geological Survey Research Report RR/99/02, sections 3.3, 6.1 and fig. 1.",Gneiss,GNSS,1715,1768,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,HORNFELS,"Hornfels - A type of contact metamorphic rock. Hornfels is a variant of granofels. The term is applied to a hard fine- to medium-grained rock of unknown protolith and modal composition which lacks parting planes and has recrystallised as a result of contact metamorphism. British Geological Survey Research Report RR/99/02, section 6.1.",Hornfels,HNFELS,93,125,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MRC,CONTACT METAMORPHIC ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,MARBLE,"Marble - A type of metamorphic rock with unknown protolith based on modal composition. In the Rock Classification Scheme, it is one composed largely of calcsilicate and/or carbonate minerals, but where the relative proportions of either mineral group are unknown. British Geological Survey Research Report RR/99/02, section 6.2.",Marble,MARBLE,70,91,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METABASALT,Metabasalt,Metabasalt,MBA,1768,1778,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METABASALTIC-ROCK,Metabasaltic-rock,Metabasaltic-rock,MBAR,812,821,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METACARBONATE-ROCK,"Metacarbonate-rock - A type of metasedimentary rock composed largely of calcsilicate and/or carbonate minerals. In the Rock Classification Scheme, it is one in which the modal carbonate mineral content exceeds the modal abundance of calcsilicate minerals. British Geological Survey Research Report RR/99/02, section 3.2 and fig. 7.",Metacarbonate-rock,MCABR,109,121,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METACONGLOMERATE,Metaconglomerate,Metaconglomerate,MCONG,360,378,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAGABBRO,Metagabbro,Metagabbro,MGB,335,359,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAGRANITE,Metagranite,Metagranite,MGN,2,5,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAGRANODIORITE,Metagranodiorite,Metagranodiorite,MGD,14,45,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,META-IGNEOUS ROCK,Meta-igneous rock,Meta-igneous rock,MIGRU,0,0,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METALIMESTONE,Metalimestone,Metalimestone,MLMST,3396,3523,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAMAFIC-ROCK,"Metamafic-rock - A class within meta-igneous rock based on modal composition. In the Rock Classification Scheme, these are coarse-grained meta-igneous rocks containing 35 - 90% mafic minerals. British Geological Survey Research Report RR/99/02, section 5.2 and figs. 1, 8 and 9.",Metamafic-rock,MMR,572,573,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#~MOD,METAMORPHIC ROCKS WITH IGNEOUS PROTOLITH BASED ON MODAL COMPOSITION,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAMUDSTONE,Metamudstone,Metamudstone,MMST,394,418,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METARHYOLITE,Metarhyolite,Metarhyolite,MRY,0,0,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METASANDSTONE,Metasandstone,Metasandstone,MSDST,523,569,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METATONALITE,Metatonalite,Metatonalite,MTO,35,38,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAULTRAMAFIC-ROCK,"Meta-ultramafic-rock - A class within meta-igneous rock based on modal composition. In the Rock Classification Scheme, these are meta-igneous rocks containing 90% or more mafic minerals. British Geological Survey Research Report RR/99/02, section 5.2 and figs. 1 and 8.",Meta-ultramafic-rock,MULMR,16,16,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,METAVOLCANICLASTIC SEDIMENTARY ROCK,Metavolcaniclastic-sedimentary-rock,Metavolcaniclastic-sedimentary-rock,MVCSR,559,560,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,MIR,METACRYSTALLINE-IGNEOUS ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,ORTHO-AMPHIBOLITE,"Ortho-amphibolite - A type of metamafic-rock. In the Rock Classification Scheme, it is one composed largely of hornblende and feldspar. This mineralogy reflects amphibolite facies conditions. Note the ortho- prefix indicates a rock that is thought to have an igneous protolith, in contrast with para-amphibolite which has a sedimentary protolith, and amphibolite where the nature of the protolith is not defined. British Geological Survey Research Report RR/99/02, section 5.2.",Ortho-amphibolite,OAMPHB,4081,4087,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#~MOD,METAMORPHIC ROCKS WITH IGNEOUS PROTOLITH BASED ON MODAL COMPOSITION,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,ORTHOGNEISS,"Orthogneiss - A type of meta-igneous rock based on textural attributes. In the Rock Classification Scheme, it is defined as a medium- to coarse-grained inhomogeneous rock, commonly with a well-developed preferred orientation of constituent minerals, and characterised by a coarse foliation or layering that is more widely spaced, irregular or discontinuous than that in a schist. Adjacent layers generally exhibit contrasting texture, grain size, and mineralogy. However, there is a continuum between schists and gneisses, with factors such as the spacing of the foliation and the degree of contrast between adjacent layers contributing to the assignment of a rock to either category. Gneiss is distinguished from schist where some layers are over 5 mm thick. Gneisses generally occur in areas of middle to upper amphibolite or granulite facies metamorphism and can encompass a wide range of lithologies. Note the ortho- prefix indicates a rock that is thought to have an igneous protolith, in contrast with paragneiss which has a sedimentary protolith, and gneiss where the nature of the protolith is not defined. British Geological Survey Research Report RR/99/02, sections 3.3, 5.3 and fig. 1.",Orthogneiss,OGNSS,4815,4820,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#~TEX,METAMORPHIC ROCKS WITH IGNEOUS PROTOLITH BASED ON TEXTURAL ATTRIBUTES,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"ORTHOGNEISS, FELSIC","Orthogneiss, felsic",Felsic orthogneiss,OGNSF,434,440,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#~TEX,METAMORPHIC ROCKS WITH IGNEOUS PROTOLITH BASED ON TEXTURAL ATTRIBUTES,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"ORTHOGNEISS, MAFIC","Orthogneiss, mafic",Mafic orthogneiss,OGNSM,380,386,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#~TEX,METAMORPHIC ROCKS WITH IGNEOUS PROTOLITH BASED ON TEXTURAL ATTRIBUTES,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,PELITE,"Pelite - A type of metasedimentary rock composed largely of quartz, feldspar and mica. In the Rock Classification Scheme, it is one with mica component >40%, and quartz + feldspar <60% of quartz + feldspar + mica. The mica component includes all minerals other than quartz and feldspar, with the exception of calcsilicate and carbonate minerals. British Geological Survey Research Report RR/99/02, section 3.2, table 1 and fig. 5.",Pelite,PEL,1922,2179,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,PELITE AND SEMIPELITE,Pelite and semipelite,Pelite and semipelite,PESP,835,835,CPST,COMPOSITE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"PELITE, GRAPHITIC","Pelite, graphitic",Graphitic pelite,PELGP,1663,1714,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,PSAMMITE,"Psammite - A type of metasedimentary rock composed largely of quartz, feldspar and mica. In the Rock Classification Scheme, it is one with mica component <20%, and quartz + feldspar 80 - 100% of quartz + feldspar + mica. The mica component includes all minerals other than quartz and feldspar, with the exception of calcsilicate and carbonate minerals. British Geological Survey Research Report RR/99/02, section 3.2, table 1 and fig. 5.",Psammite,PSAMM,3403,4229,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,PSAMMITE AND SEMIPELITE,Psammite and semipelite,Psammite and semipelite,PSSP,1450,1450,CPST,COMPOSITE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"PSAMMITE, MICACEOUS","Psammite, micaceous",Micaceous psammite,PSAMI,733,801,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,QUARTZITE,"Quartzite - A type of metasedimentary rock composed largely of quartz, feldspar and mica. In the Rock Classification Scheme, quartzite is a psammite containing more than 80% quartz. British Geological Survey Research Report RR/99/02, section 3.2 and fig. 5.",Quartzite,QZITE,4143,4498,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"SCHIST, HORNBLENDE","Schist, hornblende",Hornblende schist,HBSCH,1228,1256,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,SEMIPELITE,"Semipelite - A type of metasedimentary rock composed largely of quartz, feldspar and mica. In the Rock Classification Scheme, it is one with mica component 20 - 40%, and quartz + feldspar 60 - 80% of quartz + feldspar + mica. The mica component includes all minerals other than quartz and feldspar, with the exception of calcsilicate and carbonate minerals. British Geological Survey Research Report RR/99/02, section 3.2, table 1 and fig. 5.",Semipelite,SEMPEL,2218,2544,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,SEMIPELITE AND PSAMMITE,Semipelite and psammite,Semipelite and psammite,SPPS,700,700,CPST,COMPOSITE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"SEMIPELITE, GNEISSOSE","Semipelite, gneissose",Gneissose semipelite,SPELGN,600,645,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,+#*SSR,METASEDIMENT AND METASEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,SLATE,"Slate - A type of metamorphic rock with unknown protolith based on textural attributes. In the Rock Classification Scheme, it is defined as a compact fine-grained rock with a strong fissility along planes in which the rock can be parted into thin plates indistinguishable from each other in terms of lithological characteristics. Slates are typically low-grade metamorphosed mudstones. However, some may be derived from volcaniclastic rocks. British Geological Survey Research Report RR/99/02, section 6.1 and fig. 1.",Slate,SLTE,1471,2359,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,SCHIST,"Schist - A type of metamorphic rock with unknown protolith based on textural attributes. In the Rock Classification Scheme, it is defined as a medium-grained strongly foliated rock that can be readily split into flakes or slabs due to the well-developed preferred orientation of the majority of the minerals present, particularly those of platy or prismatic habit. Schists occur characteristically in areas of medium-grade metamorphism and can encompass a wide range of lithologies. Note that orthoschist indicates a rock that is thought to have an igneous protolith, and paraschist indicates a rock that is thought to have a sedimentary protolith. British Geological Survey Research Report RR/99/02, sections 3.3, 6.1 and fig. 1.",Schist,SCH,284,675,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"SCHIST, MICA","Schist, mica",Mica schist,SCHM,268,331,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,METAMORPHIC ROCK,"SCHIST, GRAPHITIC","Schist, graphitic",Graphitic schist,SCHGR,13,17,MAIN,SINGLE,METAMORPHIC ROCKS AND METASEDIMENTS,UPRO,METAMORPHIC ROCKS WITH UNKNOWN PROTOLITH,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,ANHYDRITE-STONE,"Anhydrite-stone - A type of non-carbonate salt that is composed of particles of the sulphate mineral anhydrite. British Geological Survey Research Report RR/99/03, section 7.1 and fig. 11.",Anhydrite-stone,ANHY,10,780,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SNCS,SEDIMENTARY ROCKS AND SEDIMENTS COMPOSED OF NON-CARBONATE SALTS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,BRECCIA,"Breccia - A type of silicate-conglomerate. In the Rock Classification Scheme, this term may be used for conglomerates made of sharply angular clasts. British Geological Survey Research Report RR/99/03, section 2.1 and fig. 2. Synonym: angular silicate-conglomerate.",Breccia,BREC,981,2160,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSSR,SILICICLASTIC SEDIMENTS AND SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,CHALK,"Chalk - A friable and porous limestone. British Geological Survey Research Report RR/99/03, section 3.1 and fig. 6.",Chalk,CHLK,9924,62359,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,CHERT,"Chert - A type of siliceous rock. It usually has a porosity of less than 10%. Chert is dense, very hard, and has a vitreous lustre. It can be further classified as opaline-chert and quartzose-chert according to the type of silica. It may not be possible to accurately use this classification without X-ray analysis. In addition, the root names jasper, flint, and agate are available to describe distinctive types. British Geological Survey Research Report RR/99/03, section 8.2 and fig. 12.",Chert,CHRT,1488,1690,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*NCSS,NON-CLASTIC SILICEOUS SEDIMENTS AND NON-CLASTIC SILICEOUS SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,COAL,"Coal - A type of sedimentary-rock rich in organic matter. British Geological Survey Research Report RR/99/03, section 6.",Coal,COAL,158,200061,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*SSRO,SEDIMENTS AND SEDIMENTARY ROCKS RICH IN ORGANIC MATTER,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,COAL AND MUDSTONE,Coal and mudstone,Coal and mudstone,COALM,0,522,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,CONGLOMERATE,Conglomerate - A rudaceous sedimentary rock based on grain size or crystal size. See: silicate-conglomerate.,Conglomerate,CONG,6601,9434,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,"CONGLOMERATE AND [SUBEQUAL/SUBORDINATE] SANDSTONE, INTERBEDDED","Conglomerate and [subequal/subordinate] sandstone, interbedded","Conglomerate and [subequal/subordinate] sandstone, interbedded",COSD,1017,1029,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,SR,SEDIMENTARY ROCK,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,DOLOSTONE,"Dolostone - In the Rock Classification Scheme, sedimentary rocks which are composed dominantly of dolomite or ankerite are given this group name. The textural classification of dolostones follows that for limestone. The classification of dolostones composed dominantly of one constituent similarly follows that for limestone. British Geological Survey Research Report RR/99/03, section 3.2 and fig. 7.",Dolostone,DOLO,2373,3698,MAIN,SINGLE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
DIC_ROCK_MERGIN,SEDIMENTARY ROCK,DOLOSTONE AND LIMESTONE,Dolostone and limestone,Dolostone and limestone,DOLS,42,45,CPST,COMPOSITE,SEDIMENT AND SEDIMENTARY ROCK,+*CSSR,CARBONATE SEDIMENTS AND CARBONATE SEDIMENTARY ROCKS,,,,,,,,,,,,,,,,,,,,,,,,
